City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,Storforshei,NO,66.4043,14.5233,28.18,79,0,4.61,clear sky
328,Bousse,BF,12.6606,-1.8922,90.57,22,81,8.28,broken clouds
329,Sao Sebastiao,BR,-23.76,-45.4097,77.23,94,100,2.53,moderate rain
330,Norman Wells,CA,65.282,-126.8329,-3.96,50,20,6.91,few clouds
331,Teguise,ES,29.0605,-13.564,52.02,67,40,14.97,scattered clouds
332,Nokaneng,BW,-19.6667,22.2667,71.53,83,97,3.98,light rain
333,Puri,IN,19.8,85.85,75.72,74,55,7.9,broken clouds
334,Usoke,TZ,-5.1667,32.35,69.6,77,100,1.41,overcast clouds
335,Ihosy,MG,-22.4,46.1167,68.38,93,100,8.34,light rain
336,Bayburt,TR,40.2589,40.2278,4.5,88,100,2.59,overcast clouds
337,Rondonopolis,BR,-16.4708,-54.6356,79.12,89,100,3.83,overcast clouds
338,Zyryanka,RU,65.75,150.85,-14.22,100,100,1.52,overcast clouds
339,Girua,BR,-28.0283,-54.3497,77.49,43,1,8.19,clear sky
340,Takoradi,GH,4.8845,-1.7554,80.98,83,100,11.3,moderate rain
341,Harper,LR,4.375,-7.7169,80.11,84,100,8.59,light rain
342,Bayonne,FR,43.3333,-1.4167,53.15,81,0,6.91,clear sky
343,Arman,RU,59.7,150.1667,14.02,90,99,3.85,overcast clouds
344,Waipawa,NZ,-41.4122,175.5153,55.33,82,97,9.98,overcast clouds
345,Pedasi,PA,7.5333,-80.0333,92.07,66,28,12.53,scattered clouds
346,Flinders,AU,-34.5833,150.8552,64.18,92,98,4.0,overcast clouds
347,Piacabucu,BR,-10.4056,-36.4344,82.45,72,16,12.62,few clouds
348,Bramming,DK,55.4695,8.7001,43.45,100,100,2.3,heavy intensity drizzle
349,Trincomalee,LK,8.5711,81.2335,79.79,73,97,7.74,overcast clouds
350,Ratnagiri,IN,16.9833,73.3,79.66,43,68,4.32,broken clouds
351,Missoula,US,47.0166,-113.8009,43.65,52,100,7.16,overcast clouds
352,Matagami,CA,49.7502,-77.6328,23.11,54,100,18.41,light snow
353,Aksu,CN,41.1231,80.2644,55.31,31,95,3.49,overcast clouds
354,Fushe-Arrez,AL,42.0622,20.0167,34.92,68,0,4.0,clear sky
355,Novorzhev,RU,57.0294,29.3338,26.46,94,38,2.04,scattered clouds
356,Korla,CN,41.7597,86.1469,52.38,33,100,1.23,overcast clouds
357,Dinar,TR,38.065,30.1656,26.56,72,12,7.29,few clouds
358,Pundaguitan,PH,6.3711,126.1689,81.75,77,100,4.72,overcast clouds
359,Alekseyevka,RU,50.6309,38.6903,33.28,98,100,10.38,overcast clouds
360,Ekhabi,RU,53.5102,142.9671,2.61,100,100,1.52,overcast clouds
361,Bereda,ES,43.2686,-7.5406,48.58,95,100,5.53,overcast clouds
362,Sorland,NO,67.667,12.6934,40.86,81,100,10.42,overcast clouds
363,Kudahuvadhoo,MV,2.6708,72.8944,81.48,74,100,4.92,overcast clouds
364,Nola,IT,40.922,14.5329,52.57,56,87,1.01,overcast clouds
365,Dzilam Gonzalez,MX,21.2833,-88.9333,85.68,53,48,10.8,scattered clouds
366,College,US,64.8569,-147.8028,10.9,53,20,0.0,few clouds
367,Bac Lieu,VN,9.285,105.7244,79.07,85,100,8.86,overcast clouds
368,Praia,CV,14.9215,-23.5087,70.34,73,20,27.63,few clouds
369,Biloela,AU,-24.4167,150.5,64.2,84,67,6.96,broken clouds
370,Dormidontovka,RU,47.7702,134.9076,22.8,96,100,5.88,overcast clouds
371,Nieuw Amsterdam,SR,5.8833,-55.0833,84.36,78,40,6.91,scattered clouds
372,Ambilobe,MG,-13.2,49.05,73.35,98,100,2.91,light rain
373,Sarkand,KZ,45.41,79.9186,37.15,96,100,2.86,light rain
374,San Francisco De Becerra,HN,14.6333,-86.1,96.6,29,49,11.21,scattered clouds
375,Tiarei,PF,-17.5333,-149.3333,87.82,73,49,10.89,scattered clouds
376,Quatre Cocos,MU,-20.2078,57.7625,78.91,86,15,6.44,light rain
377,Kadhan,PK,24.481,68.9859,79.03,43,0,11.77,clear sky
378,Ocos,GT,14.5094,-92.1933,91.58,62,6,12.8,clear sky
379,Qaqortoq,GL,60.7167,-46.0333,6.21,65,100,36.57,overcast clouds
380,Mkuranga,TZ,-7.118,39.2078,74.3,87,100,4.61,overcast clouds
381,Iberia,US,29.9502,-91.7507,69.8,52,100,20.71,overcast clouds
382,Ugoofaaru,MV,5.6667,73.0,82.33,69,100,4.18,overcast clouds
383,Gryfino,PL,53.2524,14.4883,49.51,63,100,7.99,overcast clouds
384,Touros,BR,-5.1989,-35.4608,83.21,72,100,10.8,overcast clouds
385,Ixtapa,MX,20.7,-105.2,76.23,57,0,11.5,clear sky
386,Mponela,MW,-13.5319,33.7401,64.29,96,89,2.08,light rain
387,Havoysund,NO,70.9963,24.6622,37.63,68,100,10.25,overcast clouds
388,Eyl,SO,7.9803,49.8164,77.14,73,4,14.9,clear sky
389,Burley,US,42.5357,-113.7928,49.3,40,0,10.0,clear sky
390,Vredendal,ZA,-31.6683,18.5012,62.71,50,0,15.3,clear sky
391,Izumo,JP,35.3667,132.7667,55.35,85,27,13.06,scattered clouds
392,Mecca,SA,21.4267,39.8261,69.17,55,12,10.11,few clouds
393,Zambezi,ZM,-13.5432,23.1047,67.01,92,79,4.52,light rain
394,Kattivakkam,IN,13.2167,80.3167,81.07,82,86,6.06,heavy intensity rain
395,Suleja,NG,9.1758,7.1808,86.9,17,32,3.15,scattered clouds
396,Nouadhibou,MR,20.931,-17.0347,66.18,77,0,18.41,clear sky
397,Tignere,CM,7.3667,12.65,75.27,20,21,3.29,few clouds
398,Upata,VE,8.0086,-62.3989,79.45,66,100,6.91,overcast clouds
399,Kasongo-Lunda,CD,-6.4667,16.8167,69.93,98,71,2.3,light rain
400,Onega,RU,63.9061,38.1404,12.34,96,46,6.42,scattered clouds
401,Mehamn,NO,71.0357,27.8492,37.31,79,100,9.22,overcast clouds
402,Jiaozuo,CN,35.2397,113.2331,56.84,35,96,5.57,overcast clouds
403,Wanning,CN,18.8003,110.3967,70.99,93,18,4.27,few clouds
404,Nyandoma,RU,61.669,40.1991,5.56,99,79,2.64,broken clouds
405,Oranjemund,NA,-28.55,16.4333,60.21,74,0,24.56,clear sky
406,Kavieng,PG,-2.5744,150.7967,82.4,75,100,11.12,overcast clouds
407,Eureka,US,40.8021,-124.1637,70.66,62,79,5.01,broken clouds
408,Viedma,AR,-40.8135,-62.9967,75.78,26,71,12.8,broken clouds
409,Vientiane,LA,17.9667,102.6,89.04,99,97,3.78,overcast clouds
410,East London,ZA,-33.0153,27.9116,65.53,63,100,15.41,overcast clouds
411,Seoul,KR,37.5683,126.9778,40.39,93,6,1.14,clear sky
412,Kyren,RU,51.6828,102.1408,-2.09,98,100,1.01,overcast clouds
413,Brigantine,US,39.4101,-74.3646,59.02,50,0,14.97,clear sky
414,Jiazi,CN,22.8779,116.067,70.72,87,36,1.92,scattered clouds
415,Nemuro,JP,43.3236,145.575,29.71,88,100,10.69,overcast clouds
416,Belyy Yar,RU,53.6039,91.3903,3.09,60,0,4.47,clear sky
417,Waingapu,ID,-9.6567,120.2641,78.89,87,31,5.53,scattered clouds
418,Todos Santos,MX,23.45,-110.2167,71.44,68,36,5.97,scattered clouds
419,Avera,US,33.194,-82.5271,68.38,31,0,7.85,clear sky
420,Svetlogorsk,BY,52.6333,29.7333,30.74,84,0,7.05,clear sky
421,Holt,US,42.6406,-84.5153,55.44,53,0,11.5,clear sky
422,Srednekolymsk,RU,67.45,153.6833,-17.37,99,100,2.26,overcast clouds
423,Mpika,ZM,-11.8343,31.4529,61.48,94,75,2.46,broken clouds
424,Mitsamiouli,KM,-11.3847,43.2844,81.46,73,99,3.24,overcast clouds
425,Mariinsk,RU,56.2139,87.7472,-5.15,96,7,6.15,clear sky
426,Buin,CL,-33.7333,-70.75,89.92,22,0,11.1,clear sky
427,Tuatapere,NZ,-46.1333,167.6833,53.71,96,100,4.21,overcast clouds
428,Atasu,KZ,48.6814,71.6433,13.96,98,100,1.01,overcast clouds
429,Constitucion,CL,-35.3333,-72.4167,70.38,53,2,8.77,clear sky
430,Yerbogachen,RU,61.2767,108.0108,-26.27,100,100,1.45,overcast clouds
431,Esna,EG,25.2934,32.554,57.09,25,0,21.21,clear sky
432,Aquidauana,BR,-20.4711,-55.7872,88.74,41,17,7.56,few clouds
433,Santa Isabel,BR,-23.3156,-46.2214,73.11,90,99,3.0,light rain
434,San Jeronimo,PE,-11.9472,-75.2829,59.49,64,93,3.38,overcast clouds
435,Fairbanks,US,64.8378,-147.7164,10.92,54,0,1.01,clear sky
436,Luxeuil-Les-Bains,FR,47.8171,6.365,49.32,66,0,2.3,clear sky
437,Akhisar,TR,38.9185,27.8401,32.18,87,3,6.76,clear sky
438,Bealanana,MG,-14.55,48.7333,65.64,99,100,2.17,light rain
439,Cidreira,BR,-30.1811,-50.2056,70.99,88,100,6.31,overcast clouds
440,Morondava,MG,-20.2833,44.2833,78.55,82,100,7.94,overcast clouds
441,Williams Lake,CA,52.1415,-122.1445,47.77,45,75,10.36,broken clouds
442,Mweka,CD,-4.85,21.5667,73.24,79,93,0.49,overcast clouds
443,Hvide Sande,DK,56.0045,8.1294,44.1,98,100,7.25,overcast clouds
444,Bedworth,GB,52.4791,-1.4691,46.13,71,1,3.85,clear sky
445,Olonets,RU,60.9847,32.9698,27.57,92,96,6.42,overcast clouds
446,Sechura,PE,-5.5569,-80.8222,84.25,57,85,13.47,overcast clouds
447,Las Vegas,US,36.175,-115.1372,70.27,21,0,12.66,clear sky
448,Calama,CL,-22.4667,-68.9333,72.09,26,40,20.71,scattered clouds
449,Jalor,IN,25.35,72.6167,78.48,25,0,7.67,clear sky
450,Yelan,RU,50.949,43.7378,27.45,97,100,8.57,light snow
451,Areosa,PT,41.7178,-8.8571,52.86,79,100,7.7,overcast clouds
452,Terrace,CA,54.5163,-128.6035,42.71,87,100,17.27,overcast clouds
453,Malakal,SS,9.5334,31.6605,86.59,15,100,5.7,overcast clouds
454,Half Moon Bay,US,37.4636,-122.4286,74.59,52,0,8.05,clear sky
455,Gobabis,NA,-22.45,18.9667,65.98,63,100,8.72,overcast clouds
456,Normandin,CA,48.8333,-72.5321,30.51,59,100,17.27,overcast clouds
457,Dunedin,NZ,-45.8742,170.5036,57.79,83,100,4.09,overcast clouds
458,Vaitape,PF,-16.5167,-151.75,81.48,75,26,12.82,light rain
459,Pio Ix,BR,-6.8375,-40.5792,82.94,55,89,6.76,overcast clouds
460,Tarko-Sale,RU,64.9225,77.785,0.39,96,100,10.65,overcast clouds
461,Zhireken,RU,52.8249,117.3076,-11.09,98,21,3.67,few clouds
462,San Rafael,AR,-34.6177,-68.3301,90.23,14,55,9.24,broken clouds
463,North Battleford,CA,52.7834,-108.2847,21.4,79,100,16.11,overcast clouds
464,Kloulklubed,PW,7.0419,134.2556,82.78,79,68,10.29,broken clouds
465,Kolosovka,RU,56.4678,73.611,-8.81,100,39,5.46,scattered clouds
466,Sabla,NG,12.7525,4.7077,84.97,11,91,10.16,overcast clouds
467,Winnemucca,US,40.973,-117.7357,55.45,33,0,5.75,clear sky
468,Nizhnevartovsk,RU,60.9344,76.5531,1.42,78,0,2.24,clear sky
469,Omsukchan,RU,62.5333,155.8,-15.32,100,31,2.91,scattered clouds
470,Malangwa,NP,26.8568,85.5581,70.75,33,0,4.05,clear sky
471,Agirish,RU,61.9247,63.0231,-6.93,100,92,2.86,overcast clouds
472,Orissaare,EE,58.5592,23.0826,31.95,78,43,4.18,scattered clouds
473,Santa Fe,AR,-31.6333,-60.7,82.98,44,0,5.01,light rain
474,Verkhoyansk,RU,67.5447,133.385,-12.77,100,100,1.23,overcast clouds
475,Bembereke,BJ,10.2283,2.6634,88.18,17,47,5.84,scattered clouds
476,Macae,BR,-22.3708,-41.7869,83.95,65,0,13.8,clear sky
477,Mbandaka,CD,0.0487,18.2603,71.82,95,100,2.37,light rain
478,Beloha,MG,-25.1667,45.05,76.46,78,100,1.39,overcast clouds
479,Monchengladbach,DE,51.2,6.4333,48.13,83,87,2.3,overcast clouds
480,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,83.39,75,99,3.09,overcast clouds
481,Haines Junction,CA,60.7522,-137.5108,12.15,62,100,3.44,overcast clouds
482,Daru,PG,-9.0763,143.2092,78.42,87,100,8.81,heavy intensity rain
483,Northam,GB,51.0333,-4.2167,43.66,87,10,5.61,clear sky
484,Sarbogard,HU,46.8869,18.6204,43.47,50,60,7.87,broken clouds
485,Port-Cartier,CA,50.0334,-66.8654,26.74,85,100,11.88,light snow
486,Newark,US,40.7357,-74.1724,58.17,37,75,15.01,broken clouds
487,Kirakira,SB,-10.4544,161.9205,80.82,83,91,6.17,overcast clouds
488,Minot,US,48.2325,-101.2963,39.42,75,75,16.11,broken clouds
489,Sola,VU,-13.8833,167.55,82.58,74,56,10.22,broken clouds
490,Tatvan,TR,38.5067,42.2817,15.28,98,95,2.33,light snow
491,Kholtoson,RU,50.2981,103.3097,1.67,99,100,3.29,overcast clouds
492,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.76,79,100,14.97,overcast clouds
493,Hay River,CA,60.8156,-115.7999,6.78,47,75,4.61,broken clouds
494,San Miguelito,PA,9.0333,-79.5,92.64,64,40,14.97,scattered clouds
495,Bafata,GW,12.1667,-14.75,85.46,35,20,11.07,few clouds
496,Ust-Omchug,RU,61.15,149.6333,-9.63,100,100,1.14,overcast clouds
497,Carballo,ES,43.213,-8.691,55.0,83,84,9.8,broken clouds
498,Hirara,JP,24.8,125.2833,71.98,76,100,9.22,overcast clouds
499,Itarema,BR,-2.9248,-39.9167,82.04,75,35,10.87,scattered clouds
500,Suntar,RU,62.1444,117.6319,-5.21,99,100,2.84,overcast clouds
501,Lomovka,RU,53.9194,58.3672,6.17,98,100,1.95,overcast clouds
502,Samarai,PG,-10.6167,150.6667,82.92,76,97,14.34,overcast clouds
503,Henties Bay,NA,-22.116,14.2845,62.58,82,5,5.57,clear sky
504,Vysotsk,RU,60.6288,28.5705,19.2,99,66,3.71,broken clouds
505,Forest Grove,US,45.5198,-123.1107,53.55,74,100,9.22,overcast clouds
506,Santa Luzia,BR,-19.7697,-43.8514,87.94,48,40,6.91,scattered clouds
507,Port Hardy,CA,50.6996,-127.4199,51.98,71,75,19.57,broken clouds
508,Krasnoselkup,RU,65.7,82.4667,7.65,96,100,8.79,light snow
509,Gifhorn,DE,52.4833,10.55,48.0,93,100,6.91,overcast clouds
510,Narsaq,GL,60.9167,-46.05,14.22,58,99,25.77,overcast clouds
511,Xam Nua,LA,20.4197,104.0439,66.29,98,100,2.46,overcast clouds
512,Morros,BR,-9.4467,-46.3003,80.62,67,100,4.52,overcast clouds
513,Charyshskoye,RU,51.3978,83.5598,18.43,97,100,0.18,light snow
514,Vardo,NO,70.3705,31.1107,30.18,93,20,27.63,few clouds
515,Trelew,AR,-43.249,-65.3051,72.32,26,100,3.62,overcast clouds
516,Popondetta,PG,-8.7537,148.2534,73.13,92,83,2.57,broken clouds
517,Lompoc,US,34.6391,-120.4579,77.68,58,0,18.41,clear sky
518,Vallenar,CL,-28.5708,-70.7581,84.99,33,0,10.67,clear sky
519,Omboue,GA,-1.5746,9.2618,77.67,90,100,4.72,light rain
520,Hukuntsi,BW,-24.0,21.75,63.5,77,67,7.09,broken clouds
521,Port Augusta,AU,-32.5,137.7667,73.15,60,100,2.75,overcast clouds
522,Tommot,RU,58.9564,126.2925,-13.95,100,100,0.51,overcast clouds
523,Road Town,VG,18.4167,-64.6167,82.49,69,20,17.27,few clouds
524,Buchanan,LR,5.8808,-10.0467,78.31,86,100,1.52,moderate rain
525,Saint Anthony,US,45.0205,-93.218,40.14,71,100,10.36,overcast clouds
526,Los Llanos De Aridane,ES,28.6585,-17.9182,57.13,56,40,24.16,scattered clouds
527,Kristinehamn,SE,59.3098,14.1081,37.96,90,3,5.79,clear sky
528,Shenjiamen,CN,29.9576,122.298,52.43,92,100,13.29,moderate rain
529,Zhigansk,RU,66.7697,123.3711,-14.78,97,100,8.32,overcast clouds
530,Pochutla,MX,15.7432,-96.4661,89.82,39,8,9.95,clear sky
531,Tilichiki,RU,60.4667,166.1,-4.74,85,3,7.65,clear sky
532,Homer,US,59.6425,-151.5483,38.05,59,0,8.01,clear sky
533,Deputatskiy,RU,69.3,139.9,-9.15,99,100,1.57,overcast clouds
534,Carlos Barbosa,BR,-29.2975,-51.5036,70.48,91,94,3.38,overcast clouds
535,Sayyan,YE,15.1718,44.3244,57.07,34,0,0.92,clear sky
536,Salym,RU,60.0625,71.4789,-6.61,100,99,2.08,overcast clouds
537,Adrar,MR,20.5022,-10.0711,74.59,17,10,6.8,clear sky
538,Bilibino,RU,68.0546,166.4372,-17.64,93,5,4.45,clear sky
539,Kiama,AU,-34.6833,150.8667,70.0,94,99,1.01,overcast clouds
540,Vogan,TG,6.3333,1.5333,82.69,76,65,14.79,broken clouds
541,Burnie,AU,-41.0667,145.9167,62.47,84,100,13.58,overcast clouds
542,Great Falls,US,47.5002,-111.3008,50.59,40,0,25.32,clear sky
543,Penon Blanco,MX,24.7897,-104.0369,76.55,6,0,9.6,clear sky
544,Hambantota,LK,6.1241,81.1185,78.93,79,100,6.62,overcast clouds
545,Sinnamary,GF,5.3833,-52.95,77.4,87,99,12.37,overcast clouds
546,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,22,0,17.27,clear sky
547,Kasama,ZM,-10.2129,31.1808,61.57,92,37,1.14,scattered clouds
548,Igarka,RU,67.4667,86.5833,0.84,97,100,10.63,overcast clouds
549,Egvekinot,RU,66.3167,-179.1667,-5.58,82,2,8.57,clear sky
550,Longyearbyen,SJ,78.2186,15.6401,28.69,84,45,14.23,scattered clouds
551,Safaga,EG,26.7292,33.9365,59.0,41,0,24.47,clear sky
552,Turiacu,BR,-1.6633,-45.3717,79.99,85,92,5.7,light rain
553,Rio Gallegos,AR,-51.6226,-69.2181,53.65,54,100,4.61,light rain
554,Yol,IN,32.1667,76.2,68.9,44,2,7.56,clear sky
555,Barcelos,PT,41.5388,-8.6151,52.92,83,100,7.76,overcast clouds
556,Mao,ES,39.8885,4.2658,57.76,94,75,20.71,broken clouds
557,Baiyin,CN,36.5583,104.2081,46.53,38,55,1.23,broken clouds
558,Monte Alegre,BR,-2.0078,-54.0692,76.78,94,94,6.46,moderate rain
559,Marfino,RU,55.7028,37.3822,30.15,60,40,8.95,scattered clouds
560,Souillac,MU,-20.5167,57.5167,79.18,94,40,2.3,light rain
561,Maldonado,UY,-34.6667,-54.9167,74.59,38,2,9.48,clear sky
562,Yeniseysk,RU,58.4497,92.1703,-17.0,100,59,0.72,broken clouds
563,Hualmay,PE,-11.0964,-77.6139,77.29,67,54,9.55,broken clouds
564,Ishigaki,JP,24.3448,124.1572,73.15,81,92,9.55,overcast clouds
565,Kupang,ID,-10.1667,123.5833,77.95,88,100,5.61,overcast clouds
566,Mbaiki,CF,3.8678,17.9892,77.23,58,55,1.39,broken clouds
567,Kilindoni,TZ,-7.9139,39.6668,81.57,75,96,13.35,overcast clouds
568,Senanga,ZM,-16.1167,23.2667,67.59,93,83,4.94,light rain
569,Poselki,RU,53.1324,46.5031,11.91,99,88,3.18,overcast clouds
570,Wilmington,US,34.2257,-77.9447,63.0,35,0,10.36,clear sky
571,Conde,BR,-7.2597,-34.9075,83.66,70,20,11.5,few clouds
572,Lundazi,ZM,-12.2929,33.1782,65.86,95,44,2.73,scattered clouds
573,Teknaf,BD,20.8624,92.3058,69.67,55,29,6.02,scattered clouds
574,Flin Flon,CA,54.7682,-101.865,6.64,43,100,6.91,overcast clouds
575,Nago,JP,26.5881,127.9761,65.25,82,44,1.45,scattered clouds
576,Bayji,IQ,34.9311,43.487,49.41,40,3,11.23,clear sky
577,Leh,IN,34.1667,77.5833,16.05,60,23,2.77,few clouds
578,Kashi,CN,39.4547,75.9797,61.81,33,75,2.24,broken clouds
579,Thabazimbi,ZA,-24.5917,27.4116,70.34,68,97,5.91,overcast clouds
580,Bosaso,SO,11.2842,49.1816,77.76,76,5,2.46,clear sky
581,Mugur-Aksy,RU,50.35,90.5,3.0,88,10,7.4,clear sky
582,Naustdal,NO,61.509,5.7168,45.19,80,15,5.95,few clouds
583,Itaqui,BR,-29.1253,-56.5531,78.53,38,20,10.51,few clouds
584,Baykit,RU,61.67,96.37,-13.74,100,98,2.26,overcast clouds
585,Rio Grande,BR,-32.035,-52.0986,75.31,74,80,8.79,broken clouds
586,Toowoomba,AU,-27.55,151.9667,58.24,86,0,2.28,clear sky
587,Chipinge,ZW,-20.1883,32.6236,65.59,87,48,6.96,scattered clouds
588,Sandwick,GB,60.0,-1.25,44.42,93,20,9.22,few clouds
589,Ducheng,CN,23.2373,111.5317,75.61,73,100,1.68,overcast clouds
590,Ahuimanu,US,21.4447,-157.8378,79.86,61,40,11.5,scattered clouds
591,Coihaique,CL,-45.5752,-72.0662,59.61,67,75,4.61,broken clouds
592,Aukra,NO,62.7925,6.919,46.38,69,0,10.36,clear sky
593,Isangel,VU,-19.55,169.2667,80.91,76,59,4.97,broken clouds
594,Zamora,EC,-4.0692,-78.9567,79.84,97,100,1.5,light rain
595,Roma,US,43.2128,-75.4557,46.72,48,40,8.05,scattered clouds
596,Yurkivka,UA,49.0126,31.1013,32.27,78,30,7.02,scattered clouds
597,Nalut,LY,30.3333,10.85,63.21,20,0,13.98,clear sky
598,Miyako,JP,39.6367,141.9525,39.15,96,100,7.81,moderate rain
599,Camana,PE,-16.6228,-72.7111,74.77,75,56,7.54,broken clouds
600,Galbshtadt,RU,53.2264,78.9845,-4.22,98,66,7.14,broken clouds
601,Pekan,MY,3.4836,103.3996,78.91,88,97,4.88,overcast clouds
602,Noyemberyan,AM,41.1724,44.9992,29.86,99,100,4.09,snow
603,Woodward,US,36.4337,-99.3904,65.43,34,0,21.85,clear sky
604,Oussouye,SN,12.485,-16.5469,82.58,67,5,8.72,clear sky
605,Mugumu,TZ,-1.85,34.7,64.63,78,97,1.77,overcast clouds
606,Palafrugell,ES,41.9174,3.1631,56.46,56,100,11.99,overcast clouds
607,Benguela,AO,-12.5763,13.4055,77.36,79,12,7.94,few clouds
608,Campos,BR,-21.75,-41.3,84.25,61,0,18.41,clear sky
609,Xichang,CN,27.8964,102.2634,53.06,77,13,1.45,few clouds
610,Biu,NG,10.6129,12.1946,81.18,15,60,12.5,broken clouds
611,Kingsville,US,27.5159,-97.8561,86.41,50,75,19.57,broken clouds
612,Codrington,AU,-38.2667,141.9667,61.45,86,22,7.31,light rain
613,Rawson,AR,-43.3002,-65.1023,67.41,38,100,8.01,overcast clouds
614,Lagoa,PT,39.05,-27.9833,58.91,82,100,16.24,overcast clouds
615,Kavaratti,IN,10.5669,72.642,83.37,72,29,8.66,scattered clouds
616,Lezajsk,PL,50.2626,22.4193,41.32,59,4,1.01,clear sky
617,Fukue,JP,32.6881,128.8419,55.44,64,100,14.47,overcast clouds
618,Kailua,US,21.4022,-157.7394,80.15,67,100,8.01,overcast clouds
619,Dhidhdhoo,MV,6.8833,73.1,82.33,69,80,4.09,broken clouds
620,Maturin,VE,9.75,-63.1767,90.9,33,58,12.97,broken clouds
621,Sloboda,RU,51.1421,40.3021,30.27,95,100,7.02,overcast clouds
622,Vao,NC,-22.6667,167.4833,79.79,80,94,13.73,overcast clouds
623,Hofn,IS,64.2539,-15.2082,43.32,94,100,38.07,moderate rain
624,Valparaiso,CL,-33.0393,-71.6273,65.84,80,100,8.05,haze
625,Ahipara,NZ,-35.1667,173.1667,65.86,76,97,5.57,overcast clouds
626,Coruripe,BR,-10.1256,-36.1756,82.18,72,11,13.67,few clouds
627,Byadgi,IN,14.6833,75.4833,78.31,33,50,3.65,scattered clouds
628,Aberystwyth,GB,52.4155,-4.0829,38.71,87,1,6.58,clear sky
629,Nushki,PK,29.5542,66.0215,76.66,25,0,3.94,clear sky
630,Tambura,SS,5.6,27.4667,78.57,26,100,3.91,overcast clouds
631,Saint-Augustin,CA,51.226,-58.6502,15.6,73,100,19.39,overcast clouds
632,Oranjestad,AW,12.524,-70.027,82.35,69,75,17.27,broken clouds
633,Chapais,CA,49.7834,-74.8492,20.98,78,100,14.18,overcast clouds
634,Fallon,US,39.4735,-118.7774,58.87,25,75,5.75,broken clouds
635,Muscat,OM,23.6139,58.5922,78.82,47,0,4.7,clear sky
636,Palaikastron,GR,35.2,26.25,49.68,57,84,26.02,broken clouds
637,Fereydun Kenar,IR,36.6864,52.5225,50.22,93,100,2.3,light intensity drizzle
638,Broken Hill,AU,-31.95,141.4333,69.57,67,100,11.61,overcast clouds
639,Satara,IN,17.6833,73.9833,74.25,22,18,4.63,few clouds
640,Camopi,GF,3.1655,-52.3158,76.37,96,87,3.51,overcast clouds
641,Trairi,BR,-3.2778,-39.2689,81.45,77,58,8.9,heavy intensity rain
642,Baghdad,IQ,33.3406,44.4009,53.51,32,0,13.8,clear sky
643,Saint-Joseph,RE,-21.3667,55.6167,75.58,87,36,10.11,light rain
644,Redlands,US,34.0556,-117.1825,81.93,24,0,1.99,clear sky
645,Kumasi,GH,6.6885,-1.6244,74.1,88,100,3.58,light rain
646,Palmas,BR,-10.2128,-48.3603,85.98,73,75,5.75,thunderstorm
647,Finnsnes,NO,69.2296,17.9811,34.41,79,100,2.86,light snow
648,Fortuna,US,40.5982,-124.1573,67.93,38,0,14.97,clear sky
649,Ulladulla,AU,-35.35,150.4667,61.7,82,72,4.81,light rain
650,Colares,PT,38.7992,-9.4469,55.29,69,20,15.99,few clouds
651,San Lorenzo,PY,-25.3333,-57.5333,81.59,42,0,13.0,clear sky
652,Kalmunai,LK,7.4167,81.8167,76.89,81,100,5.12,overcast clouds
653,Kassala,SD,15.451,36.4,77.58,52,86,10.69,overcast clouds
654,Birnin Kebbi,NG,12.4539,4.1975,85.89,11,95,9.08,overcast clouds
